id,site,block,patch,p.pos,trt,pop,fam,esurv,july.stage,july.height,july.leaf,herbivory.category,disease.category,fall.stage,branch.number,seed.pods,browsed
1812,RNHA,3,13,4,competition,TYS,20,0,0,0,0,?,?,0,0,0,0
1813,RNHA,3,14,1,removal,TYS,6,0,0,0,0,?,?,0,0,0,0
1814,RNHA,3,14,2,removal,TYS,26,0,0,0,0,?,?,0,0,0,0
1815,RNHA,3,14,3,removal,TYS,26,0,0,0,0,?,?,0,0,0,0
1816,RNHA,3,14,4,removal,TYS,36,1,1,36,16,3,2,0,0,0,1
1817,RNHA,3,15,1,removal,KZA,1,0,0,0,0,?,?,0,0,0,0
1818,RNHA,3,15,2,removal,KZA,4,0,0,0,0,?,?,0,0,0,0
1819,RNHA,3,15,3,removal,KZA,5,0,0,0,0,?,?,0,0,0,0
1820,RNHA,3,15,4,removal,KZA,33,0,0,0,0,?,?,0,0,0,0
1821,RNHA,3,16,1,competition,GCD,30,0,0,0,0,?,?,0,0,0,0
1822,RNHA,3,16,2,competition,GCD,33,1,1,19,3,1,1,0,0,0,1
1823,RNHA,3,16,3,competition,GCD,25,0,0,0,0,?,?,0,0,0,0
1824,RNHA,3,16,4,competition,GCD,17,1,1,50.5,6,3,3,0,0,0,1
1825,RNHA,3,17,1,competition,KZA,31,0,0,0,0,?,?,0,0,0,0
1826,RNHA,3,17,2,competition,KZA,22,0,0,0,0,?,?,0,0,0,0
1827,RNHA,3,17,3,competition,KZA,9,0,0,0,0,?,?,0,0,0,0
1828,RNHA,3,17,4,competition,KZA,5,0,0,0,0,?,?,0,0,0,0
1829,RNHA,3,18,?,removal,GCD,30,?,0,0,0,?,?,0,0,0,0
1830,RNHA,3,18,1,removal,GCD,33,0,0,0,0,?,?,0,0,0,0
1831,RNHA,3,18,3,removal,GCD,25,0,0,0,0,?,?,0,0,0,0
1832,RNHA,3,18,4,removal,GCD,17,0,0,0,0,?,?,0,0,0,0
1833,RNHA,3,19,1,competition,KZA,1,0,0,0,0,?,?,0,0,0,0
1834,RNHA,3,19,2,competition,KZA,4,0,0,0,0,?,?,0,0,0,0
1835,RNHA,3,19,3,competition,KZA,5,0,0,0,0,?,?,0,0,0,0
1836,RNHA,3,19,4,competition,KZA,33,0,0,0,0,?,?,0,0,0,0
1837,RNHA,3,20,1,competition,GRE,25,1,0,0,0,?,?,0,0,0,0
1838,RNHA,3,20,2,competition,GRE,10,0,0,0,0,?,?,0,0,0,0
1839,RNHA,3,20,3,competition,GRE,1,0,0,0,0,?,?,0,0,0,0
1840,RNHA,3,20,4,competition,GRE,17,0,0,0,0,?,?,0,0,0,0
1841,RNHA,4,1,1,removal,GCD,16,0,0,0,0,?,?,0,0,0,0
1842,RNHA,4,1,2,removal,GCD,39,1,2,?,31,?,?,0,0,0,1
1843,RNHA,4,1,3,removal,GCD,1,0,0,0,0,?,?,0,0,0,0
1844,RNHA,4,1,4,removal,GCD,8,0,0,0,0,?,?,0,0,0,0
1845,RNHA,4,2,1,competition,TYS,31,1,1,24,5,1,2,0,0,0,0
1846,RNHA,4,2,2,competition,TYS,28,1,1,41,6,3,2,0,0,0,0
1847,RNHA,4,2,3,competition,TYS,37,0,0,0,0,?,?,0,0,0,0
1848,RNHA,4,2,4,competition,TYS,10,0,0,0,0,?,?,0,0,0,0
1849,RNHA,4,3,1,competition,GRE,16,1,1,38.5,8,2,1,0,0,0,0
1850,RNHA,4,3,2,competition,GRE,3,1,1,14,3,3,1,0,0,0,0
1851,RNHA,4,3,3,competition,GRE,7,1,0,0,0,?,?,0,0,0,0
1852,RNHA,4,3,4,competition,GRE,4,0,0,0,0,?,?,0,0,0,0
1853,RNHA,4,4,1,removal,CRA,26,0,0,0,0,?,?,0,0,0,0
1854,RNHA,4,4,2,removal,CRA,33,0,0,0,0,?,?,0,0,0,0
1855,RNHA,4,4,3,removal,CRA,40,0,0,0,0,?,?,0,0,0,0
1856,RNHA,4,4,4,removal,CRA,37,0,0,0,0,?,?,0,0,0,0
1857,RNHA,4,5,1,competition,GCD,35,0,0,0,0,?,?,0,0,0,0
1858,RNHA,4,5,2,competition,GCD,7,0,0,0,0,?,?,0,0,0,0
1859,RNHA,4,5,3,competition,GCD,38,0,0,0,0,?,?,0,0,0,0
1860,RNHA,4,5,4,competition,GCD,5,0,0,0,0,?,?,0,0,0,0
1861,RNHA,4,6,1,removal,KZA,27,1,1,70,12,3,2,4,3,10,1
1862,RNHA,4,6,2,removal,KZA,36,0,0,0,0,?,?,0,0,0,0
1863,RNHA,4,6,3,removal,KZA,40,0,0,0,0,?,?,0,0,0,0
1864,RNHA,4,6,4,removal,KZA,14,0,0,0,0,?,?,0,0,0,0
1865,RNHA,4,7,1,removal,GCD,35,0,0,0,0,?,?,0,0,0,0
1866,RNHA,4,7,2,removal,GCD,7,1,1,18.5,8,2,2,0,0,0,0
1867,RNHA,4,7,3,removal,GCD,38,0,0,0,0,?,?,0,0,0,0
1868,RNHA,4,7,4,removal,GCD,5,0,0,0,0,?,?,0,0,0,0
1869,RNHA,4,8,1,competition,CRA,26,1,1,27,4,3,1,0,0,0,1
1870,RNHA,4,8,2,competition,CRA,33,0,0,0,0,?,?,0,0,0,0
1871,RNHA,4,8,3,competition,CRA,40,1,1,33.5,7,1,3,0,0,0,1
1872,RNHA,4,8,4,competition,CRA,37,1,1,27,4,2,3,0,0,0,1
1873,RNHA,4,9,1,removal,GRE,32,0,0,0,0,?,?,0,0,0,0
1874,RNHA,4,9,2,removal,GRE,34,0,0,0,0,?,?,0,0,0,0
1875,RNHA,4,9,3,removal,GRE,22,0,0,0,0,?,?,0,0,0,0
1876,RNHA,4,9,4,removal,GRE,13,0,0,0,0,?,?,0,0,0,0
1877,RNHA,4,10,1,competition,CRA,33,1,1,28.5,7,3,3,5,1,1,0
1878,RNHA,4,10,2,competition,CRA,3,0,0,0,0,?,?,0,0,0,0
1879,RNHA,4,10,3,competition,CRA,38,0,0,0,0,?,?,0,0,0,0
1880,RNHA,4,10,4,competition,CRA,24,1,1,31,7,2,3,0,0,0,0
1881,RNHA,4,11,1,removal,KZA,25,0,0,0,0,?,?,0,0,0,0
1882,RNHA,4,11,2,removal,KZA,29,0,0,0,0,?,?,0,0,0,0
1883,RNHA,4,11,3,removal,KZA,11,0,0,0,0,?,?,0,0,0,0
1884,RNHA,4,11,4,removal,KZA,23,0,0,0,0,?,?,0,0,0,0
1885,RNHA,4,12,1,removal,CRA,33,0,0,0,0,?,?,0,0,0,0
1886,RNHA,4,12,2,removal,CRA,3,0,0,0,0,?,?,0,0,0,0
1887,RNHA,4,12,3,removal,CRA,38,0,0,0,0,?,?,0,0,0,0
1888,RNHA,4,12,4,removal,CRA,24,0,0,0,0,?,?,0,0,0,0
1889,RNHA,4,13,1,competition,TYS,19,1,1,34,7,1,3,5,1,0,1
1890,RNHA,4,13,2,competition,TYS,11,0,0,0,0,?,?,0,0,0,0
1891,RNHA,4,13,3,competition,TYS,39,0,0,0,0,?,?,0,0,0,0
1892,RNHA,4,13,4,competition,TYS,24,1,1,4,1,1,1,0,0,0,0
1893,RNHA,4,14,1,competition,GRE,32,1,1,24,6,1,3,0,0,0,0
1894,RNHA,4,14,2,competition,GRE,34,0,1,24,6,1,3,0,0,0,0
1895,RNHA,4,14,3,competition,GRE,22,0,0,0,0,?,?,0,0,0,0
1896,RNHA,4,14,4,competition,GRE,13,0,0,0,0,?,?,0,0,0,0
1897,RNHA,4,15,1,removal,GRE,16,0,0,0,0,?,?,0,0,0,0
1898,RNHA,4,15,2,removal,GRE,3,0,0,0,0,?,?,0,0,0,0
1899,RNHA,4,15,3,removal,GRE,7,0,0,0,0,?,?,0,0,0,0
1900,RNHA,4,15,4,removal,GRE,4,0,0,0,0,?,?,0,0,0,0
1901,RNHA,4,16,1,removal,TYS,19,0,0,0,0,?,?,0,0,0,0
1902,RNHA,4,16,2,removal,TYS,11,1,1,25.5,7,3,1,0,0,0,0
1903,RNHA,4,16,3,removal,TYS,39,0,0,0,0,?,?,0,0,0,0
1904,RNHA,4,16,4,removal,TYS,24,0,0,0,0,?,?,0,0,0,0
1905,RNHA,4,17,1,removal,TYS,31,1,1,63,11,2,1,0,0,0,1
1906,RNHA,4,17,2,removal,TYS,28,0,0,0,0,?,?,0,0,0,0
1907,RNHA,4,17,3,removal,TYS,37,0,0,0,0,?,?,0,0,0,0
1908,RNHA,4,17,4,removal,TYS,10,1,1,62.5,13,3,1,0,0,0,1
1909,RNHA,4,18,1,competition,KZA,25,0,0,0,0,?,?,0,0,0,0
1910,RNHA,4,18,2,competition,KZA,29,0,0,0,0,?,?,0,0,0,0
1911,RNHA,4,18,3,competition,KZA,11,1,1,32,5,1,3,0,0,0,0
1912,RNHA,4,18,4,competition,KZA,23,0,0,0,0,?,?,0,0,0,0
1913,RNHA,4,19,1,competition,KZA,27,0,0,0,0,?,?,0,0,0,0
1914,RNHA,4,19,2,competition,KZA,36,0,0,0,0,?,?,0,0,0,0
1915,RNHA,4,19,3,competition,KZA,40,0,0,0,0,?,?,0,0,0,0
1916,RNHA,4,19,4,competition,KZA,14,0,0,0,0,?,?,0,0,0,0
1917,RNHA,4,20,1,competition,GCD,16,0,0,0,0,?,?,0,0,0,0
1918,RNHA,4,20,2,competition,GCD,39,1,1,29,5,1,2,0,0,0,1
1919,RNHA,4,20,3,competition,GCD,1,1,1,34,6,3,2,0,0,0,0
1920,RNHA,4,20,4,competition,GCD,8,0,0,0,0,?,?,0,0,0,0
1921,RNHA,5,1,1,competition,GRE,11,0,0,0,0,?,?,0,0,0,0
1922,RNHA,5,1,2,competition,GRE,15,0,0,0,0,?,?,0,0,0,0
1923,RNHA,5,1,3,competition,GRE,5,0,0,0,0,?,?,0,0,0,0
1924,RNHA,5,1,4,competition,GRE,23,0,0,0,0,?,?,0,0,0,0
1925,RNHA,5,2,1,competition,TYS,38,1,1,55,7,3,2,0,0,0,1
1926,RNHA,5,2,2,competition,TYS,23,0,0,0,0,?,?,0,0,0,0
1927,RNHA,5,2,3,competition,TYS,32,0,0,0,0,?,?,0,0,0,0
1928,RNHA,5,2,4,competition,TYS,19,1,1,43,5,1,1,0,0,0,1
1929,RNHA,5,3,1,competition,TYS,2,0,0,0,0,?,?,0,0,0,0
1930,RNHA,5,3,2,competition,TYS,5,1,1,38,7,2,1,0,0,0,1
1931,RNHA,5,3,3,competition,TYS,37,1,1,?,2,4,1,0,0,0,1
1932,RNHA,5,3,4,competition,TYS,28,1,0,0,0,?,?,0,0,0,0
1933,RNHA,5,4,1,removal,KZA,32,0,0,0,0,?,?,0,0,0,0
1934,RNHA,5,4,2,removal,KZA,8,0,0,0,0,?,?,0,0,0,0
1935,RNHA,5,4,3,removal,KZA,37,0,0,0,0,?,?,0,0,0,0
1936,RNHA,5,4,4,removal,KZA,24,0,0,0,0,?,?,0,0,0,0
1937,RNHA,5,5,1,competition,CRA,25,0,0,0,0,?,?,0,0,0,0
1938,RNHA,5,5,2,competition,CRA,5,1,1,38,7,2,2,5,1,1,0
1939,RNHA,5,5,3,competition,CRA,30,1,1,52.5,6,3,2,5,1,6,0
1940,RNHA,5,5,4,competition,CRA,29,1,0,0,0,?,?,0,0,0,0
1941,RNHA,5,6,1,competition,GRE,2,1,1,10,3,1,1,0,0,0,1
1942,RNHA,5,6,2,competition,GRE,30,0,0,0,0,?,?,0,0,0,0
1943,RNHA,5,6,3,competition,GRE,2,0,0,0,0,?,?,0,0,0,0
1944,RNHA,5,6,4,competition,GRE,27,0,0,0,0,?,?,0,0,0,0
1945,RNHA,5,7,1,removal,KZA,34,0,0,0,0,?,?,0,0,0,0
1946,RNHA,5,7,2,removal,KZA,37,0,0,0,0,?,?,0,0,0,0
1947,RNHA,5,7,3,removal,KZA,19,0,0,0,0,?,?,0,0,0,0
1948,RNHA,5,7,4,removal,KZA,38,0,0,0,0,?,?,0,0,0,0
1949,RNHA,5,8,1,removal,GRE,11,0,0,0,0,?,?,0,0,0,0
1950,RNHA,5,8,2,removal,GRE,15,0,0,0,0,?,?,0,0,0,0
1951,RNHA,5,8,3,removal,GRE,5,0,0,0,0,?,?,0,0,0,0
1952,RNHA,5,8,4,removal,GRE,23,0,0,0,0,?,?,0,0,0,0
1953,RNHA,5,9,1,removal,TYS,38,0,0,0,0,?,?,0,0,0,0
1954,RNHA,5,9,2,removal,TYS,23,0,0,0,0,?,?,0,0,0,0
1955,RNHA,5,9,3,removal,TYS,32,0,0,0,0,?,?,0,0,0,0
1956,RNHA,5,9,4,removal,TYS,19,0,0,0,0,?,?,0,0,0,0
1957,RNHA,5,10,1,competition,CRA,16,1,0,0,0,?,?,0,0,0,0
1958,RNHA,5,10,2,competition,CRA,34,1,0,0,0,?,?,0,0,0,0
1959,RNHA,5,10,3,competition,CRA,39,1,0,0,0,?,?,0,0,0,0
1960,RNHA,5,10,4,competition,CRA,15,0,0,0,0,?,?,0,0,0,0
1961,RNHA,5,11,1,competition,KZA,32,0,0,0,0,?,?,0,0,0,0
1962,RNHA,5,11,2,competition,KZA,8,1,0,0,0,?,?,0,0,0,0
1963,RNHA,5,11,3,competition,KZA,37,0,0,0,0,?,?,0,0,0,0
1964,RNHA,5,11,4,competition,KZA,24,0,0,0,0,?,?,0,0,0,0
1965,RNHA,5,12,1,removal,GRE,2,0,0,0,0,?,?,0,0,0,0
1966,RNHA,5,12,2,removal,GRE,30,0,0,0,0,?,?,0,0,0,0
1967,RNHA,5,12,3,removal,GRE,2,0,0,0,0,?,?,0,0,0,0
1968,RNHA,5,12,4,removal,GRE,27,0,0,0,0,?,?,0,0,0,0
1969,RNHA,5,13,1,removal,CRA,16,1,1,25,5,3,1,0,0,0,0
1970,RNHA,5,13,2,removal,CRA,34,0,0,0,0,?,?,0,0,0,0
1971,RNHA,5,13,3,removal,CRA,39,0,0,0,0,?,?,0,0,0,0
1972,RNHA,5,13,4,removal,CRA,15,0,0,0,0,?,?,0,0,0,0
1973,RNHA,5,14,1,removal,GCD,24,0,0,0,0,?,?,0,0,0,0
1974,RNHA,5,14,2,removal,GCD,24,0,0,0,0,?,?,0,0,0,0
1975,RNHA,5,14,3,removal,GCD,20,0,0,0,0,?,?,0,0,0,0
1976,RNHA,5,14,4,removal,GCD,19,0,0,0,0,?,?,0,0,0,0
1977,RNHA,5,15,1,removal,TYS,2,1,1,?,1,4,1,0,0,0,1
1978,RNHA,5,15,2,removal,TYS,5,0,0,0,0,?,?,0,0,0,0
1979,RNHA,5,15,3,removal,TYS,37,0,0,0,0,?,?,0,0,0,0
1980,RNHA,5,15,4,removal,TYS,28,1,1,31.5,14,3,1,0,0,0,0
1981,RNHA,5,16,1,competition,KZA,34,0,0,0,0,?,?,0,0,0,0
1982,RNHA,5,16,2,competition,KZA,37,0,0,0,0,?,?,0,0,0,0
1983,RNHA,5,16,3,competition,KZA,19,0,0,0,0,?,?,0,0,0,0
1984,RNHA,5,16,4,competition,KZA,38,0,0,0,0,?,?,0,0,0,0
1985,RNHA,5,17,1,competition,GCD,24,0,0,0,0,?,?,0,0,0,0
1986,RNHA,5,17,2,competition,GCD,24,0,0,0,0,?,?,0,0,0,0
1987,RNHA,5,17,3,competition,GCD,20,1,1,22,7,3,1,0,0,0,0
1988,RNHA,5,17,4,competition,GCD,19,0,0,0,0,?,?,0,0,0,0
1989,RNHA,5,18,1,removal,GCD,11,0,0,0,0,?,?,0,0,0,0
1990,RNHA,5,18,2,removal,GCD,28,1,1,0,0,?,?,0,0,0,1
1991,RNHA,5,18,3,removal,GCD,11,0,0,0,0,?,?,0,0,0,0
1992,RNHA,5,18,4,removal,GCD,15,0,0,0,0,?,?,0,0,0,0
1993,RNHA,5,19,1,competition,GCD,11,1,1,?,4,1,1,0,0,0,1
1994,RNHA,5,19,2,competition,GCD,28,0,0,0,0,?,?,0,0,0,0
1995,RNHA,5,19,3,competition,GCD,11,1,1,?,4,1,1,0,0,0,1
1996,RNHA,5,19,4,competition,GCD,15,0,0,0,0,?,?,0,0,0,0
1997,RNHA,5,20,1,removal,CRA,25,0,0,0,0,?,?,0,0,0,0
1998,RNHA,5,20,2,removal,CRA,5,0,0,0,0,?,?,0,0,0,0
1999,RNHA,5,20,3,removal,CRA,30,0,0,0,0,?,?,0,0,0,0
2000,RNHA,5,20,4,removal,CRA,29,0,0,0,0,?,?,0,0,0,0
2001,RNHA,6,1,1,removal,GCD,40,0,0,0,0,?,?,0,0,0,0
2002,RNHA,6,1,2,removal,GCD,13,0,0,0,0,?,?,0,0,0,0
2003,RNHA,6,1,3,removal,GCD,36,0,0,0,0,?,?,0,0,0,0
2004,RNHA,6,1,4,removal,GCD,5,0,0,0,0,?,?,0,0,0,0
2005,RNHA,6,2,1,competition,TYS,29,0,0,0,0,?,?,0,0,0,0
2006,RNHA,6,2,2,competition,TYS,22,1,1,46,6,3,3,5,1,2,1
2007,RNHA,6,2,3,competition,TYS,4,0,0,0,0,?,?,0,0,0,0
2008,RNHA,6,2,4,competition,TYS,3,0,0,0,0,?,?,0,0,0,0
2009,RNHA,6,3,1,competition,TYS,34,0,0,0,0,?,?,0,0,0,0
2010,RNHA,6,3,2,competition,TYS,24,1,1,26,8,2,1,0,0,0,1
2011,RNHA,6,3,3,competition,TYS,27,0,0,0,0,?,?,0,0,0,0
2012,RNHA,6,3,4,competition,TYS,39,0,0,0,0,?,?,0,0,0,0
2013,RNHA,6,4,1,removal,KZA,8,1,0,0,0,?,?,0,0,0,1
2014,RNHA,6,4,2,removal,KZA,9,0,0,0,0,?,?,0,0,0,0
2015,RNHA,6,4,3,removal,KZA,10,1,0,0,0,?,?,0,0,0,0
2016,RNHA,6,4,4,removal,KZA,21,0,0,0,0,?,?,0,0,0,0
2017,RNHA,6,5,1,removal,TYS,34,0,0,0,0,?,?,0,0,0,0
2018,RNHA,6,5,2,removal,TYS,24,0,0,0,0,?,?,0,0,0,0
2019,RNHA,6,5,3,removal,TYS,27,0,0,0,0,?,?,0,0,0,0
2020,RNHA,6,5,4,removal,TYS,39,0,0,0,0,?,?,0,0,0,0
2021,RNHA,6,6,1,removal,TYS,29,0,0,0,0,?,?,0,0,0,0
2022,RNHA,6,6,2,removal,TYS,22,0,0,0,0,?,?,0,0,0,0
2023,RNHA,6,6,3,removal,TYS,4,0,0,0,0,?,?,0,0,0,0
2024,RNHA,6,6,4,removal,TYS,3,0,0,0,0,?,?,0,0,0,0
2025,RNHA,6,7,1,removal,CRA,29,0,0,0,0,?,?,0,0,0,0
2026,RNHA,6,7,2,removal,CRA,13,0,0,0,0,?,?,0,0,0,0
2027,RNHA,6,7,3,removal,CRA,12,0,0,0,0,?,?,0,0,0,0
2028,RNHA,6,7,4,removal,CRA,4,0,0,0,0,?,?,0,0,0,0
2029,RNHA,6,8,1,competition,KZA,14,1,1,48.5,8,2,1,5,1,4,0
2030,RNHA,6,8,2,competition,KZA,28,?,0,0,0,?,?,0,0,0,0
2031,RNHA,6,8,3,competition,KZA,16,1,1,46,7,3,1,0,0,0,1
2032,RNHA,6,8,4,competition,KZA,18,0,0,0,0,?,?,0,0,0,0
2033,RNHA,6,9,1,removal,CRA,14,1,1,30.5,4,4,3,0,0,0,1
2034,RNHA,6,9,2,removal,CRA,17,0,0,0,0,?,?,0,0,0,0
2035,RNHA,6,9,3,removal,CRA,23,0,0,0,0,?,?,0,0,0,0
2036,RNHA,6,9,4,removal,CRA,32,0,0,0,0,?,?,0,0,0,0
2037,RNHA,6,10,1,competition,CRA,14,0,0,0,0,?,?,0,0,0,0
2038,RNHA,6,10,2,competition,CRA,17,1,1,29,4,2,3,0,0,0,1
2039,RNHA,6,10,3,competition,CRA,23,1,1,27,2,3,1,0,0,0,0
2040,RNHA,6,10,4,competition,CRA,32,0,0,0,0,?,?,0,0,0,0
2041,RNHA,6,11,1,competition,KZA,8,1,1,40.5,5,3,1,4,1,7,0
2042,RNHA,6,11,2,competition,KZA,9,0,0,0,0,?,?,0,0,0,0
2043,RNHA,6,11,3,competition,KZA,10,0,0,0,0,?,?,0,0,0,0
2044,RNHA,6,11,4,competition,KZA,21,1,1,60,10,3,1,0,0,0,1
2045,RNHA,6,12,1,removal,GCD,13,0,0,0,0,?,?,0,0,0,0
2046,RNHA,6,12,2,removal,GCD,23,0,0,0,0,?,?,0,0,0,0
2047,RNHA,6,12,3,removal,GCD,30,0,0,0,0,?,?,0,0,0,0
2048,RNHA,6,12,4,removal,GCD,12,0,0,0,0,?,?,0,0,0,0
2049,RNHA,6,13,1,competition,GRE,14,0,0,0,0,?,?,0,0,0,0
2050,RNHA,6,13,2,competition,GRE,36,0,0,0,0,?,?,0,0,0,0
2051,RNHA,6,13,3,competition,GRE,29,0,0,0,0,?,?,0,0,0,0
2052,RNHA,6,13,4,competition,GRE,39,1,1,50,9,3,2,4,1,7,0
2053,RNHA,6,14,1,removal,GRE,10,0,0,0,0,?,?,0,0,0,0
2054,RNHA,6,14,2,removal,GRE,29,0,0,0,0,?,?,0,0,0,0
2055,RNHA,6,14,3,removal,GRE,26,0,0,0,0,?,?,0,0,0,0
2056,RNHA,6,14,4,removal,GRE,33,0,0,0,0,?,?,0,0,0,0
2057,RNHA,6,15,1,competition,CRA,29,0,0,0,0,?,?,0,0,0,0
2058,RNHA,6,15,2,competition,CRA,13,0,0,0,0,?,?,0,0,0,0
2059,RNHA,6,15,3,competition,CRA,12,1,1,68,12,3,1,5,3,37,0
2060,RNHA,6,15,4,competition,CRA,4,0,0,0,0,?,?,0,0,0,0
2061,RNHA,6,16,1,competition,GRE,10,1,1,46,9,3,2,0,0,0,1
2062,RNHA,6,16,2,competition,GRE,29,0,0,0,0,?,?,0,0,0,0
2063,RNHA,6,16,3,competition,GRE,26,0,0,0,0,?,?,0,0,0,0
2064,RNHA,6,16,4,competition,GRE,33,0,0,0,0,?,?,0,0,0,0
2065,RNHA,6,17,1,competition,GCD,13,0,0,0,0,?,?,0,0,0,0
2066,RNHA,6,17,2,competition,GCD,23,0,0,0,0,?,?,0,0,0,0
2067,RNHA,6,17,3,competition,GCD,30,0,0,0,0,?,?,0,0,0,0
2068,RNHA,6,17,4,competition,GCD,12,0,0,0,0,?,?,0,0,0,0
2069,RNHA,6,18,1,removal,GRE,14,0,0,0,0,?,?,0,0,0,0
2070,RNHA,6,18,2,removal,GRE,36,0,0,0,0,?,?,0,0,0,0
2071,RNHA,6,18,3,removal,GRE,29,0,0,0,0,?,?,0,0,0,0
2072,RNHA,6,18,4,removal,GRE,39,0,0,0,0,?,?,0,0,0,0
2073,RNHA,6,19,1,competition,GCD,40,0,0,0,0,?,?,0,0,0,0
2074,RNHA,6,19,2,competition,GCD,13,0,0,0,0,?,?,0,0,0,0
2075,RNHA,6,19,3,competition,GCD,36,1,1,?,1,1,4,0,0,0,1
2076,RNHA,6,19,4,competition,GCD,5,1,1,?,6,3,1,4,1,7,1
2077,RNHA,6,20,1,removal,KZA,14,1,1,,0,?,?,0,0,0,1
2078,RNHA,6,20,2,removal,KZA,28,1,1,?,3,4,1,0,0,0,1
2079,RNHA,6,20,3,removal,KZA,16,0,0,0,0,?,?,0,0,0,0
2080,RNHA,6,20,4,removal,KZA,18,1,1,72,20,3,2,0,0,0,1
2081,RNHA,7,1,1,removal,CRA,10,0,0,0,0,?,?,0,0,0,0
2082,RNHA,7,1,2,removal,CRA,20,0,0,0,0,?,?,0,0,0,0
2083,RNHA,7,1,3,removal,CRA,27,0,0,0,0,?,?,0,0,0,0
2084,RNHA,7,1,4,removal,CRA,9,0,0,0,0,?,?,0,0,0,0
2085,RNHA,7,2,1,removal,TYS,7,0,0,0,0,?,?,0,0,0,0
2086,RNHA,7,2,2,removal,TYS,1,0,0,0,0,?,?,0,0,0,0
2087,RNHA,7,2,3,removal,TYS,36,0,0,0,0,?,?,0,0,0,0
2088,RNHA,7,2,4,removal,TYS,15,0,0,0,0,?,?,0,0,0,0
2089,RNHA,7,3,1,removal,GRE,18,0,0,0,0,?,?,0,0,0,0
2090,RNHA,7,3,2,removal,GRE,37,0,0,0,0,?,?,0,0,0,0
2091,RNHA,7,3,3,removal,GRE,30,0,0,0,0,?,?,0,0,0,0
2092,RNHA,7,3,4,removal,GRE,8,0,0,0,0,?,?,0,0,0,0
2093,RNHA,7,4,1,competition,GCD,2,0,0,0,0,?,?,0,0,0,0
2094,RNHA,7,4,2,competition,GCD,34,1,2,65,14,3,2,5,2,0,0
2095,RNHA,7,4,3,competition,GCD,9,0,0,0,0,?,?,0,0,0,0
2096,RNHA,7,4,4,competition,GCD,16,0,0,0,0,?,?,0,0,0,0
2097,RNHA,7,5,1,competition,CRA,35,0,0,0,0,?,?,0,0,0,0
2098,RNHA,7,5,2,competition,CRA,38,0,0,0,0,?,?,0,0,0,0
2099,RNHA,7,5,3,competition,CRA,28,0,0,0,0,?,?,0,0,0,0
2100,RNHA,7,5,4,competition,CRA,20,1,1,49.5,11,3,2,0,0,0,1
2101,RNHA,7,6,1,removal,GCD,2,0,0,0,0,?,?,0,0,0,0
2102,RNHA,7,6,2,removal,GCD,34,0,0,0,0,?,?,0,0,0,0
2103,RNHA,7,6,3,removal,GCD,9,0,0,0,0,?,?,0,0,0,0
2104,RNHA,7,6,4,removal,GCD,16,0,0,0,0,?,?,0,0,0,0
2105,RNHA,7,7,1,competition,GCD,38,1,2,63.5,12,3,2,0,0,0,1
2106,RNHA,7,7,2,competition,GCD,25,0,1,11,4,1,1,0,0,0,1
2107,RNHA,7,7,3,competition,GCD,17,1,1,23,7,3,1,0,0,0,1
2108,RNHA,7,7,4,competition,GCD,23,0,0,0,0,?,?,0,0,0,0
2109,RNHA,7,8,1,competition,KZA,1,0,0,0,0,?,?,0,0,0,0
2110,RNHA,7,8,2,competition,KZA,25,0,0,0,0,?,?,0,0,0,0
2111,RNHA,7,8,3,competition,KZA,2,1,0,0,0,?,?,0,0,0,0
2112,RNHA,7,8,4,competition,KZA,35,0,0,0,0,?,?,0,0,0,0
2113,RNHA,7,9,1,competition,CRA,10,1,1,43,14,2,2,5,0,0,1
2114,RNHA,7,9,2,competition,CRA,20,0,0,0,0,?,?,0,0,0,0
2115,RNHA,7,9,3,competition,CRA,27,0,1,41.5,9,1,2,5,2,0,1
2116,RNHA,7,9,4,competition,CRA,9,0,0,0,0,?,?,0,0,0,0
2117,RNHA,7,10,1,removal,TYS,9,0,0,0,0,?,?,0,0,0,0
2118,RNHA,7,10,2,removal,TYS,12,0,0,0,0,?,?,0,0,0,0
2119,RNHA,7,10,3,removal,TYS,31,1,1,56.6,10,3,2,0,0,0,1
2120,RNHA,7,10,4,removal,TYS,33,0,0,0,0,?,?,0,0,0,0
2121,RNHA,7,11,1,removal,GRE,5,1,1,59.5,12,3,2,0,0,0,1
2122,RNHA,7,11,2,removal,GRE,13,0,0,0,0,?,?,0,0,0,0
2123,RNHA,7,11,3,removal,GRE,15,0,0,0,0,?,?,0,0,0,0
2124,RNHA,7,11,4,removal,GRE,22,0,0,0,0,?,?,0,0,0,0
2125,RNHA,7,12,1,removal,KZA,1,0,0,0,0,?,?,0,0,0,0
2126,RNHA,7,12,2,removal,KZA,25,0,0,0,0,?,?,0,0,0,0
2127,RNHA,7,12,3,removal,KZA,2,0,0,0,0,?,?,0,0,0,0
2128,RNHA,7,12,4,removal,KZA,35,0,0,0,0,?,?,0,0,0,0
2129,RNHA,7,13,1,competition,TYS,9,0,0,0,0,?,?,0,0,0,0
2130,RNHA,7,13,2,competition,TYS,12,0,0,0,0,?,?,0,0,0,0
2131,RNHA,7,13,3,competition,TYS,31,0,0,0,0,?,?,0,0,0,0
2132,RNHA,7,13,4,competition,TYS,33,0,0,0,0,?,?,0,0,0,0
2133,RNHA,7,14,1,competition,KZA,40,0,0,0,0,?,?,0,0,0,0
2134,RNHA,7,14,2,competition,KZA,24,1,1,37,7,3,1,4,1,4,0
